id,mjd,ra,dec,f0,f1,f2,f3,f4,f5,f6,f7,reconstruction,energy,drlogl
23,55949.56932276,3.6190338,-0.28497565,1.8444709669688362,-2.919105628240208,1.490171328948213,320.9567746667452,58.92342516060742,0.9216656632068028,0.1586809698017489,-0.0011031571614362014,Track,81364.59,-0.63023984
24,55950.84749117,4.424169,-0.18719015,3.133714313066158,-2.6303717570584,2.001277076818959,8.799033391126608,20.75615406387406,-1.0,0.28633129919945355,0.36790338793364213,Shower,26638.078,0.016709844
25,55966.74224877,1.1860509,-0.18184705,3.0864241727089006,-3.0153835074423236,2.2676966814770867,8.700048433191215,28.009596829054928,-0.973912640625261,0.05531138895011163,2.413936070313247,Shower,35887.84,-0.4152429
26,55979.25517502,2.7687445,0.4699893,1.516574597086883,-2.9771310889173535,-1.676852117706311,61.02855443043085,33.02445937873557,-0.692797659004492,0.1958133034718313,-1.1484765096610783,Shower,168316.34,0.017015154
27,56008.6845644,2.1252322,-0.35020867,1.9210049957300175,2.1252323035363094,1.0620360838207048,65.6606795765874,10.42419239242186,1.0,0.0,0.0,Shower,51042.066,-0.038612146
28,56048.5704209,2.8926778,-1.2313738,2.8021700620445915,2.8926778679554572,3.124628983633408,6622.517684202972,484.1647131909869,1.0,0.0,0.0,Track,47699.125,-2.797685
29,56108.2572192,5.273434,0.796253,1.8842415357818991,-0.0803709942718408,-2.5899228546344846,32.63468152690948,86.20591876356256,-0.6817033010031469,0.22495528224065062,0.4668189172153504,Shower,29447.152,-0.028835056
30,56115.72836897,1.9727392,-1.3570366,2.9085089019525387,1.7183463443263947,1.1428057758588082,309.1706609035695,81.23892147411023,-0.8451733909000665,0.028255225807040683,-0.028920871256105093,Shower,121181.914,-0.004356574
31,56176.39142591,4.020431,0.7664309,2.9896240904669904,2.7910273736874265,1.844490228179895,10.121824799339795,7.181828171146806,-0.7539028120453132,3.0333157579471277,0.6800217277406112,Shower,35328.402,-0.050231885
33,56221.34241388,4.989859,0.1610637,1.4097326320648795,-1.2933260089106524,1.4948607433517838,103.1918966796943,18.274325099727722,1.0,0.0,0.0,Shower,302198.4,-0.0020842142
34,56228.60553415,0.10715328,0.38095945,3.082346117676941,-1.3288516482355872,1.0108075496214013,9.00959539096765,12.191013868959333,-0.9299217414345686,3.012168320351993,1.4632239428548348,Shower,40240.477,-0.059151147
35,56265.1338793,4.290588,-0.9026534,1.9524339113809974,-1.0850883213532083,1.8337901872624252,159.87437541379296,44.490418451354195,0.9993377947099713,0.8498937405033662,-1.9669252730701123,Shower,2074963.1,-0.026470652
36,56308.16428556,4.282944,0.100454286,3.140340172293568,3.012635761298974,-1.3151509470773908,6.288011284207,29.94482838334498,-0.9467300535053441,2.9136146554840283,-2.996164742785744,Shower,25469.158,0.05104758
37,56390.18877429,2.950465,0.36108157,1.2097147700793718,2.950464936067332,1.5121089719497047,7376.161385846004,2453.1266520669587,1.0,0.0,0.0,Track,24099.504,-6.63946
38,56470.11039112,1.6302724,0.28812546,1.2826708581187298,1.6302724063357479,2.892566745188897,15240.462273821615,1461.3044252648606,1.0,0.0,0.0,Track,167372.55,-4.195228
39,56480.66179931,2.508285,-0.46356428,2.333822390871656,-0.8182253212064733,-1.153160021921385,59.936552485364246,65.11405978596486,-1.0,2.638066295068094,0.9782777173862546,Shower,94405.83,0.040673617
40,56501.16411235,2.8157825,-0.5655615,2.920217612263332,2.033349046187053,1.530048332997021,191.15794561652152,46.25202895621156,0.9665615758544437,0.8732117315205161,1.187465240892624,Shower,138372.14,0.11982132
41,56603.11169697,1.3058722,0.045773808,1.436750936537713,1.2521369434732552,0.27121408976279343,94.52719659863602,30.17179134035432,-0.11370332898935508,0.04476709574635107,0.625624385190344,Shower,73717.01,-0.012954084
43,56628.56886464,3.8473892,-0.42949668,3.106598754288393,-2.7964044697184023,-2.5349397671691873,91.252818968592,101.34892600044674,-0.9861013866641054,0.038635843746060154,-1.3124404935388319,Shower,29446.205,-0.22606893
44,56671.87788785,5.883715,-0.009264876,1.580061202993569,-0.3994703429703283,1.5026237783934948,1295.7209830805223,399.2605329662542,1.0,0.0,0.0,Track,70793.59,-0.845796
45,56679.20447984,3.882865,-1.5006334,3.0714296650796893,-2.4003203202015193,3.043281174068723,51983.16633936682,3210.212408243524,1.0,0.0,0.0,Track,320395.72,-19.553354
46,56688.07030641,2.779506,-0.26143286,1.8322291715250207,2.779505898775326,-2.7966528268627147,248.5336782078863,11.328100326943705,1.0,0.0,0.0,Shower,136868.19,-0.014578875
47,56704.60011897,3.5613596,1.0140584,0.5903885175836732,2.7920513294887583,2.021351443275496,124.62219224947535,48.3792359865137,-0.48938718415228577,0.1233312393924133,-0.10590238966621694,Shower,62983.625,-0.28213522
48,56705.94200489,3.612332,-0.38887057,1.959666883358374,-2.670853183622791,2.5239200313040686,105.00889178700518,15.04060538295492,1.0,0.0,0.0,Shower,99209.82,-0.058090143
49,56722.40836695,2.4632957,-0.6758563,0.0014062164802636885,-0.02581325001586978,0.18195479684401217,70.20985013709058,55.67683106135643,-0.9822713823368021,3.119010866799324,1.8024675507455723,Shower,55050.207,-0.1656523
50,56737.20047681,2.3692446,1.0955069,3.1400944460714166,3.0638683708016434,-2.15701659157231,120.29397667797855,59.955617917178394,-0.8429267709895992,3.0748142711056965,-0.5928325230151753,Shower,20261.828,-0.028303638
51,56759.21596758,1.2961106,0.8803892,0.6904071338911052,1.296110570857961,1.7766236660363657,48.526619210585025,18.583510390057494,1.0,0.0,0.0,Shower,57254.07,-0.015898151
